name,state,country,latitude,longitude
Khadki,,India,18.5635,73.85205
Dhrāngadhra,,India,22.99167,71.46793
Tezpur,,India,26.63333,92.8
Srivilliputhur,,India,9.51272,77.63369
Benipur,,India,26.05509,86.14557
Pāloncha,,India,17.60184,80.70509
Jaora,,India,23.63783,75.12711
Tura,,India,25.51421,90.20239
Gūdūr,,India,14.15093,79.8521
Narnaul,,India,28.04444,76.10833
Balotra,,India,25.83242,72.24
Kharar,,India,30.74632,76.64689
Yadgir,,India,16.77007,77.13755
Harda,,India,22.34414,77.09536
Pilkhua,,India,28.71271,77.656
Ambājogāi,,India,18.73312,76.38616
Kāpas Herd,,India,28.52614,77.08396
Bela,,India,25.92058,81.99629
Rabkavi,,India,16.47567,75.1106
Bawāna,,India,28.7982,77.03431
Shāhābād,,India,27.6431,79.9402
Virudhachalam,,India,11.51497,79.32824
Chāndpur,,India,29.13489,78.27187
Kāsipālaiyam,,India,11.31984,77.70971
Sikandarābād,,India,28.45226,77.70004
Virudunagar,,India,9.58509,77.95787
Pattukkottai,,India,10.42358,79.31949
Pusad,,India,19.91274,77.57838
Tindivanam,,India,12.234,79.65551
Chopda,,India,21.24578,75.29946
Taliparamba,,India,12.04161,75.35927
Sangāreddi,,India,17.62477,78.08669
Pālghar,,India,19.69693,72.76543
Dharapuram,,India,10.73828,77.53223
Payyanur,,India,12.0935,75.20249
Sheopur,,India,25.66472,76.69616
Channapatna,,India,12.65143,77.20672
Koyilandy,,India,11.4381,75.69306
Farīdpur,,India,28.20997,79.54149
Barauni,,India,25.4709,85.976
Krishnagiri,,India,12.51921,78.21382
Sopur,,India,34.28671,74.47228
Rāyagada,,India,19.17132,83.41428
Zahirābād,,India,17.68138,77.60743
Khopoli,,India,18.78562,73.34589
Ratangarh,,India,28.08137,74.61854
Mārkāpur,,India,15.73534,79.26848
Kalamassery,,India,10.0614,76.32631
Bolpur,,India,23.66278,87.69695
Panjim,,India,15.49574,73.82624
Rānāghāt,,India,23.17623,88.56667
Bāpatla,,India,15.90422,80.46743
Fatehābād,,India,29.51525,75.45554
Beypore,,India,11.17151,75.80611
Koppal,,India,15.34522,76.15478
Badvel,,India,14.7451,79.06288
Dādri,,India,28.55257,77.55403
Thenkasi,,India,8.96003,77.31525
Suratgarh,,India,29.3215,73.89979
Auraiya,,India,26.46517,79.50918
Palani,,India,10.45034,77.5209
Nallūr,,India,11.1003,77.39136
Chamrajnagar,,India,11.92312,76.93949
Mīthepur,,India,28.4974,77.31856
Māngrol,,India,21.12268,70.11484
Basavakalyan,,India,17.87445,76.94972
Pul Pehlad,,India,28.49938,77.29104
Chāībāsa,,India,22.55038,85.80249
Tripunittura,,India,9.94283,76.33331
Shājāpur,,India,23.42637,76.27775
Mettupalayam,,India,11.29971,76.93485
Sunām,,India,30.12883,75.79943
Bhawānipatna,,India,19.90717,83.16697
Ziauddin Pur,,India,28.70873,77.27654
Jamkhandi,,India,16.50461,75.29146
Basmat,,India,19.32872,77.15746
Taj Pul,,India,28.49482,77.30587
Kayamkulam,,India,9.18173,76.50093
Dharmapuri,,India,12.1277,78.15794
Bīsalpur,,India,28.29253,79.80472
Attili,,India,16.7,81.6
Cumbum,,India,9.73647,77.2847
Munnar,,India,10.08818,77.06239
Panipat Taraf Makhdum Zadgan,,India,29.41607,76.98831
Nābha,,India,30.37577,76.15292
Bihāt,,India,25.42534,86.02083
Samāstipur,,India,25.86222,85.77953
Kāranja,,India,20.48273,77.48857
Sītāmarhi,,India,26.59357,85.4906
Rājsamand,,India,25.07145,73.8798
Malkāpur,,India,20.88555,76.19932
Modāsa,,India,23.46253,73.29857
Jaisalmer,,India,26.91763,70.90387
Buldāna,,India,20.52933,76.18457
Dhenkānāl,,India,20.65744,85.59693
Urun-Islāmpur,,India,17.05,74.26667
Gopālganj,,India,26.46734,84.44041
Bongaigaon,,India,26.47703,90.55815
Sangamner,,India,19.56784,74.21154
Hāveri,,India,14.79354,75.40448
Mannargudi,,India,10.66626,79.45064
Jhālāwār,,India,24.59633,76.16499
Tarn Taran,,India,31.45191,74.92777
Siddipet,,India,18.10483,78.84858
Bellampalli,,India,19.05577,79.493
Barbil,,India,22.10194,85.37752
Koratla,,India,18.82154,78.71186
Rishīkesh,,India,30.10778,78.29255
Goyerkāta,,India,26.69984,89.02565
Mandamarri,,India,18.96506,79.47475
Puliyankudi,,India,9.17489,77.39799
Palāsa,,India,18.77257,84.41012
Gohāna,,India,29.13777,76.70247
Pulivendla,,India,14.42139,78.22502
Chengalpattu,,India,12.69184,79.97661
Wadgaon Kolhati,,India,19.84307,75.236
Lādnūn,,India,27.65312,74.39993
Supaul,,India,26.11527,86.59509
Gangārāmpur,,India,25.40138,88.52978
Ramanathapuram,,India,9.37158,78.83077
Jagraon,,India,30.78783,75.47391
Sinnar,,India,19.84505,73.99866
Kopargaon,,India,19.88239,74.47605
Alīpur Duār,,India,26.4835,89.52286
Tandur,,India,17.24849,77.57698
Khatauli,,India,29.27844,77.73302
Vīrarāghavapuram,,India,13.07306,80.10778
Siuri,,India,23.90806,87.52773
Bīna,,India,24.17161,78.18755
Pālitāna,,India,21.52519,71.82309
Chaumu,,India,27.16955,75.72226
Hālol,,India,22.50321,73.47242
Kodār,,India,16.9985,79.9656
Bāngarda Chhota,,India,22.74354,75.81448
Tādepalle,,India,16.48333,80.6
Tirupattur,,India,12.49239,78.56804
Chinnachowk,,India,14.47516,78.8354
Bishnupur,,India,23.0738,87.31991
Āmūr,,India,18.79284,78.27666
Baheri,,India,28.77416,79.4974
Nawalgarh,,India,27.85161,75.27384
Ānaiyūr,,India,9.96152,78.1118
Kunnamkulam,,India,10.64667,76.06695
Rāghogarh,,India,24.44318,77.19768
Tohāna,,India,29.71332,75.90441
Jatani,,India,20.15975,85.70742
Arni,,India,12.66771,79.28529
Chik Ballāpur,,India,13.43512,77.72787
Dhubri,,India,26.01856,89.98564
Borsad,,India,22.40788,72.89817
Gadwāl,,India,16.23504,77.79556
Pidugurālla,,India,16.47926,79.88632
Sheikhpura,,India,25.13994,85.84096
Sirsi,,India,14.62072,74.83554
Nipāni,,India,16.399,74.38285
Kannur,,India,11.86752,75.35763
Bāri,,India,26.64661,77.61634
Nokha,,India,27.56155,73.47141
Vinukonda,,India,16.0531,79.73964
Renukūt,,India,24.21641,83.0358
Nagari,,India,13.32139,79.58557
Chidambaram,,India,11.39933,79.69144
Dabwāli,,India,29.94906,74.73832
Sibsāgar,,India,26.98427,94.63784
Narwāna,,India,29.59903,76.11927
Okha,,India,22.46756,69.07002
Kuchāman,,India,27.14745,74.85655
Nīmbāhera,,India,24.62166,74.67999
Siddhapur,,India,23.91783,72.37212
Diphu,,India,25.84341,93.43116
Attur,,India,11.59414,78.60143
Rāyadrug,,India,14.69971,76.85241
Rāth,,India,25.59474,79.5666
Cheruvannur,,India,11.19033,75.82833
Vriddhāchalam,,India,11.5183,79.32411
Bārh,,India,25.48339,85.70928
Shāhāda,,India,21.54538,74.47106
Dabra,,India,25.88572,78.33221
Udumalaippettai,,India,10.58806,77.24779
Tiptūr,,India,13.2563,76.47768
Sahaswān,,India,28.07227,78.75082
Wanparti,,India,16.36738,78.06889
Sirhind,,India,30.64321,76.38421
Bārdoli,,India,21.12297,73.11151
Mokameh,,India,25.39662,85.9219
Arāmbāgh,,India,22.88333,87.78333
Poonamalle,,India,13.04888,80.11488
Keonjhargarh,,India,21.6318,85.59686
Bhadravati,,India,20.1001,79.11442
Panruti,,India,11.77662,79.55269
Ilkal,,India,15.95923,76.11351
Kīratpur,,India,29.50671,78.20613
Vrindāvan,,India,27.58105,77.69662
Kodungallūr,,India,10.23263,76.19513
Nedumangād,,India,8.60267,77.00139
Bangaon,,India,25.86728,86.51152
Narsimhapur,,India,22.94936,79.18357
Ponnur,,India,16.07114,80.54944
Kathua,,India,32.36941,75.52539
North Lakhimpur,,India,27.23517,94.10357
Masaurhi Buzurg,,India,25.35417,85.03195
Nerkunram,,India,13.06194,80.20944
Shegaon,,India,20.7932,76.69921
Mandideep,,India,23.08166,77.53328
Pāchora,,India,20.66727,75.35305
Gobichettipalayam,,India,11.45496,77.4422
Gangoh,,India,29.78004,77.26346
Itanagar,,India,27.08694,93.60987
Jaitpur,,India,28.50647,77.32976
Narasapur,,India,16.43425,81.69845
Dhone,,India,15.3952,77.8715
Rājgarh,,India,28.64201,75.38612
Ullal,,India,12.80569,74.86058
Panna,,India,24.72094,80.18772
Gola Gokarannāth,,India,28.07837,80.47054
Gohad,,India,26.43278,78.44205
Wani,,India,20.05507,78.95313
Thiruvarur,,India,10.77269,79.6368
Upleta,,India,21.74015,70.28256
Nūzvīd,,India,16.78854,80.84593
Lonavla,,India,18.75275,73.40575
Una,,India,20.82318,71.03795
Sillod,,India,20.30303,75.65284
Sīra,,India,13.74155,76.9043
Chikhli,,India,20.35046,76.25774
Jhārgrām,,India,22.45384,86.99497
Kagaznāgār,,India,19.33159,79.46605
Bhātāpāra,,India,21.735,81.94711
Kāsībugga,,India,18.75927,84.41613
Hasanpur,,India,28.72249,78.28436
Lohārdagā,,India,23.43305,84.67992
Jahāngīrābād,,India,28.40549,78.10588
Sherkot,,India,29.32704,78.57429
Kātrās,,India,23.79752,86.29834
Mācherla,,India,16.47635,79.43533
Naksalbāri,,India,26.6827,88.22001
Sankarankovil,,India,9.17048,77.54107
Mulbāgal,,India,13.16352,78.39346
Kandukūr,,India,15.21542,79.9039
Tiruvalla,,India,9.3816,76.57489
Roshanpura,,India,28.60057,76.98918
Ponnūru,,India,16.06547,80.55203
Kollegāl,,India,12.15449,77.11051
Mukandpur,,India,28.73944,77.18315
Unjha,,India,23.80366,72.39101
Chhibrāmau,,India,27.14872,79.50078
Tilhar,,India,27.96282,79.73827
Lunglei,,India,22.89247,92.74218
Hoskote,,India,13.0707,77.79814
Byasanagar,,India,20.95569,86.12643
Bada Barabīl,,India,22.11186,85.38684
Sāmalkot,,India,17.05675,82.17639
Karīmganj,,India,24.86919,92.35543
Bobbili,,India,18.57366,83.35925
Mettur,,India,11.78796,77.8008
Sattenapalle,,India,16.39381,80.15221
Tirūrangādi,,India,11.04316,75.92337
Tennala,,India,10.99342,75.93504
Chakradharpur,,India,22.67611,85.62892
Sendhwa,,India,21.68562,75.09622
Talegaon Dābhāde,,India,18.73502,73.67561
Hiriyūr,,India,13.94455,76.61723
Anjangaon,,India,21.16516,77.3091
Charkhi Dādri,,India,28.59166,76.27161
Ujhāni,,India,28.00311,79.00821
Bankra,,India,22.60291,88.27751
Dabhoi,,India,22.18333,73.43333
Teghra,,India,25.49043,85.94001
Obra,,India,24.41863,82.98797
Tiruvallur,,India,13.14376,79.90889
Mandapeta,,India,16.86254,81.92921
Tirur,,India,10.91368,75.92118
Ropar,,India,30.96896,76.52695
Nāmakkal,,India,11.22126,78.16524
Arcot,,India,12.90569,79.31897
Lāharpur,,India,27.70827,80.90256
Viramgām,,India,23.12564,72.05014
Islāmpur,,India,26.26541,88.18982
Karād,,India,17.28937,74.18183
Yanam,,India,16.73308,82.21364
Ābu Road,,India,24.48012,72.78186
Raxaul,,India,26.97982,84.85065
Moonniyur,,India,11.05972,75.90311
Barwāni,,India,22.03232,74.89982
Kottayam,,India,9.58692,76.52132
Tiruttangal,,India,9.48333,77.83333
Petlād,,India,22.47681,72.79995
Jālaun,,India,26.1451,79.3366
Periya Semūr,,India,11.36088,77.68952
Madhupur,,India,24.27419,86.63929
Dhūri,,India,30.36846,75.86791
Challakere,,India,14.318,76.65165
Etāwa,,India,24.18351,78.20289
Chiplūn,,India,17.53339,73.50935
Mandlā,,India,22.59879,80.37115
Bhīmunipatnam,,India,17.89017,83.45203
Mawlai-Mawïong,,India,25.62322,91.88175
Kavanur,,India,12.99623,80.07514
Pithāpuram,,India,17.1168,82.25284
Kāndi,,India,23.95946,88.04018
Idappadi,,India,11.58624,77.83891
Sāhibābād Daulotpur,,India,28.74705,77.11465
Punganūru,,India,13.36672,78.57186
Ghātāl,,India,22.66244,87.73399
Jāfarābād,,India,28.67873,77.27116
Sāgar,,India,14.16498,75.02901
Sihor,,India,21.71134,71.96179
Mūndka,,India,28.68012,77.02975
Deglur,,India,18.54829,77.57695
Madhepura,,India,25.92127,86.79271
Bārāmati,,India,18.15174,74.57767
Mahāsamund,,India,21.10743,82.0948
Sidhi,,India,24.4038,81.87954
Kāsaragod,,India,12.49838,74.98959
Garhchiroli,,India,20.18061,80.00522
Puttūr,,India,13.44189,79.55314
Jalor,,India,25.34558,72.61559
Samāna,,India,30.15395,76.19851
Rāzampeta,,India,14.19544,79.15896
Wāri,,India,21.15313,79.0076
Shella,,India,25.17861,91.63952
Palmaner,,India,13.2,78.74725
Deolāli,,India,19.94404,73.83441
Kanakapura,,India,12.54654,77.42005
Wokha,,India,26.09717,94.25817
Umred,,India,20.85396,79.32466
Kālna,,India,23.21944,88.36295
Pallichal,,India,8.44976,77.02573
Tāndoni,,India,10.92611,78.0941
Pārvatipuram,,India,18.78392,83.42569
Kotharia,,India,22.23436,70.81903
Ottapalam,,India,10.7735,76.37758
Dīdwāna,,India,27.40096,74.57537
Begampur,,India,28.72655,77.06689
Gaddi Annaram,,India,17.36687,78.5242
Dumraon,,India,25.55265,84.15149
Nerupperichchal,,India,11.16105,77.37398
Jaggaiahpet,,India,16.89155,80.09551
Rampur Hat,,India,24.17737,87.78275
Khanapuram Haveli,,India,17.26239,80.16809
Goālpāra,,India,26.17668,90.62634
Tuni,,India,17.35905,82.54607
Laxmangarh,,India,27.82294,75.02754
Shāhpur,,India,16.69605,76.8422
Bhongīr,,India,17.51544,78.88563
Puttūr,,India,12.75975,75.20169
Ullagaram,,India,12.979,80.19703
Sri Dūngargarh,,India,28.09617,74.00868
Ayodhya,,India,26.79909,82.2047
Mubarakpur,,India,26.08866,83.29088
Amalāpuram,,India,16.57868,82.00609
Arsikere,,India,13.31446,76.25704
Phaltan,,India,17.99113,74.43177
Ashta,,India,23.01754,76.72208
Sandīla,,India,27.06989,80.51497
Vikārābād,,India,17.3381,77.90441
Baruipur,,India,22.36544,88.4325
Choudwar,,India,20.53917,85.91512
Shāhābād,,India,17.1307,76.94361
Sultānganj,,India,25.23831,86.73559
Mandi Dabwāli,,India,29.96633,74.70025
Konch,,India,25.99451,79.15127
Bāprola,,India,28.64133,77.01415
Venkatagiri,,India,13.96005,79.58032
Dabhel,,India,20.40953,72.88339
Biswān,,India,27.49581,80.99618
Kosi,,India,27.79449,77.4368
Siruguppa,,India,15.63,76.89217
Sironj,,India,24.10313,77.69055
Jangaon,,India,17.72602,79.15236
Daudnagar,,India,25.03473,84.40095
Dandeli,,India,15.26667,74.61667
Ramapuram,,India,13.03179,80.18243
Mudhol,,India,16.33354,75.28305
Thodupuzha,,India,9.89394,76.72216
Devakottai,,India,9.94704,78.8233
Arwal,,India,25.24281,84.66571
Kāliyāganj,,India,25.63442,88.32665
Nasīrābād,,India,26.30473,74.73364
Khagaul,,India,25.57898,85.04564
Changanācheri,,India,9.44203,76.53604
Shorāpur,,India,16.521,76.75738
Māndvi,,India,22.83282,69.35237
Rajgangpur,,India,22.2,84.583
Ozar,,India,20.09473,73.92816
Peranāmpattu,,India,12.9343,78.7189
Gumlā,,India,23.04268,84.54429
Rāmnagar,,India,29.3925,79.1283
Vazhakkala,,India,10.01239,76.32633
Shujālpur,,India,23.40673,76.7098
Tirumangalam,,India,9.82307,77.98381
Sidlaghatta,,India,13.38896,77.86444
Khurai,,India,24.04372,78.33014
Hilsa,,India,25.31642,85.28234
Rampura Phul,,India,30.27563,75.24253
Fatwa,,India,25.50958,85.30504
Tūndla,,India,27.2146,78.23683
Mannārakkāt,,India,10.99223,76.46418
Metpalle,,India,18.84724,78.62563
Naya Gaon,,India,30.77515,76.79308
Repalle,,India,16.0184,80.82958
Hunsūr,,India,12.30359,76.29275
Nanjangūd,,India,12.11764,76.68397
Forbesganj,,India,26.30253,87.26556
Nithari,,India,28.70489,77.05285
Sunabeda,,India,18.7284,82.82932
Gajraula,,India,28.8457,78.2396
Vīrapāndi,,India,11.06247,77.35076
Dāhānu,,India,19.96778,72.71263
Rasipuram,,India,11.46009,78.18635
Sālūr,,India,18.51716,83.20548
Bhabhua,,India,25.04049,83.60749
Hodal,,India,27.89196,77.36744
Bhadrāchalam,,India,17.66846,80.88887
Aonla,,India,28.27402,79.16521
Tirupparangunram,,India,9.88151,78.07306
Chatrā,,India,24.20645,84.87085
Khagaria,,India,25.5022,86.46708
Dhāmpur,,India,29.30883,78.51083
Phalodi,,India,27.13102,72.36826
Gangākher,,India,18.96962,76.74946
Sardhana,,India,29.14551,77.61433
Nohar,,India,29.18292,74.77064
Yeola,,India,20.0424,74.48944
Bhaisa,,India,19.11285,77.96336
Perintalmanna,,India,10.97724,76.22541
Jugsālai,,India,22.77668,86.18351
Perambalur,,India,11.23333,78.88333
Badūria,,India,22.74431,88.78655
Gudalur,,India,11.52073,76.48141
Kizhake Chālakudi,,India,10.30067,76.33763
Narkatiāganj,,India,27.10383,84.46185
Peddāpuram,,India,17.07701,82.13836
Majalgaon,,India,19.15513,76.20992
Daund,,India,18.46515,74.58375
Kapadvanj,,India,23.02302,73.07113
Kotputli,,India,27.70207,76.19911
Dyāne,,India,20.56743,74.52845
Bail-Hongal,,India,15.8137,74.85895
Biaora,,India,23.9205,76.91074
Naugachhia,,India,25.38807,87.09906
Kānūru,,India,16.49853,80.69141
Dehu Road,,India,18.68211,73.73161
Pipariā,,India,22.75703,78.35499
Barpeta,,India,26.32293,91.00632
Gooty,,India,15.11836,77.63776
Tamlūk,,India,22.30083,87.92593
Vengara,,India,11.05083,75.97806
Jaisingpur,,India,16.77639,74.55361
Nangal,,India,31.38966,76.37574
Jasdan,,India,22.03709,71.20794
Godda,,India,24.827,87.2125
Bikramganj,,India,25.21073,84.25508
Morār,,India,26.2264,78.22482
Jhajjar,,India,28.6063,76.6565
Rāmnagar,,India,27.16371,84.32342
Nihtaur,,India,29.32416,78.38724
Mahnar Bazar,,India,25.60962,85.48076
Vite,,India,17.27343,74.53792
Gumia,,India,23.7975,85.82523
Anakaputhur,,India,12.9828,80.1264
Tānālūr,,India,10.95154,75.90961
Bhīnmāl,,India,24.99944,72.27141
Sadasivpet,,India,17.61925,77.95263
Bakhtiarpur,,India,25.45598,85.5329
Jalandhar Cantonment,,India,31.29421,75.61974
Athani,,India,16.72613,75.06421
Warud,,India,21.47101,78.26965
Wānkāner,,India,22.61198,70.94379
Churāchāndpur,,India,24.33353,93.66999
Dūngarpur,,India,23.84306,73.71466
Chhaya,,India,21.62878,69.63386
Dumka,,India,24.26778,87.24855
Gādarwāra,,India,22.9235,78.7849
Pithorāgarh,,India,29.58349,80.20947
Ballia,,India,25.42139,86.31445
Bihtā,,India,25.55885,84.87141
Atraulī,,India,28.02964,78.28571
Walajapet,,India,12.9251,79.36626
Koraput,,India,18.81199,82.71048
Umarkhed,,India,19.60144,77.68878
Gudalur,,India,9.67826,77.24951
Kunnamangalam,,India,11.30459,75.87772
Valasaravakkam,,India,13.04394,80.17251
Alangad,,India,10.10192,76.29104
Alengād,,India,10.11901,76.30226
Jodhpur,,India,21.90174,70.0327
Punalūr,,India,9.01956,76.92261
Vikramasingapuram,,India,8.71477,77.39032
Vattiyūrkāvu,,India,8.52469,76.98886
Padrauna,,India,26.90403,83.98087
Ambāh,,India,26.70423,78.22678
Komalapuram,,India,9.54189,76.34236
Mattanur,,India,11.93018,75.57152
Harpanahalli,,India,14.78766,75.98863
Kendrāparha,,India,20.50166,86.42227
Tighri,,India,28.51225,77.24083
Pallikal,,India,11.13723,75.92575
Selu,,India,19.45512,76.44073
Medak,,India,18.04531,78.26078
Patancheru,,India,17.53334,78.2645
Chhatarpur,,India,28.49849,77.18254
Dondaicha,,India,21.3236,74.56804
Jāmner,,India,20.80949,75.77768
Burla,,India,21.50976,83.87259
Porur,,India,13.03565,80.15821
Nellikkuppam,,India,11.77554,79.67016
Padra,,India,22.2398,73.08451
Kawardha,,India,22.00853,81.23148
Gulāothi,,India,28.58938,77.79318
Joda,,India,22.017,85.422
Seohāra,,India,29.20904,78.58837
Warora,,India,20.22885,79.00277
Mānvi,,India,15.99126,77.05034
Kurseong,,India,26.88251,88.27729
Manglaur,,India,29.79094,77.87836
Nilambūr,,India,11.27271,76.22571
Ganj Dundwāra,,India,27.73308,78.94119
Nānpāra,,India,27.86459,81.50036
Khordha,,India,20.18268,85.61629
Atarra,,India,25.28618,80.57155
Barbigha,,India,25.2167,85.7333
Merta,,India,26.64859,74.03414
Jammalamadugu,,India,14.84677,78.38314
Garhwa,,India,24.16002,83.80755
Nawanshahr,,India,31.1245,76.11613
Rānāvāv,,India,21.68734,69.74485
Bānka,,India,24.88091,86.92257
Thoubāl,,India,24.63881,93.99639
Mahmudābād,,India,27.29191,81.11775
Milavittan,,India,8.81928,78.09087
Pakur,,India,24.63925,87.84239
Cherthala,,India,9.68444,76.33558
Nāyudupet,,India,13.90742,79.89465
Farrukhnagar,,India,17.07787,78.20339
Rāmpura,,India,30.256,75.24116
Chirakkal,,India,11.91257,75.36102
Chirkunda,,India,23.74771,86.78804
Coonoor,,India,11.34979,76.79375
Pāndhurnā,,India,21.59556,78.52628
Shertallai,,India,9.68581,76.33996
Kodur,,India,11.01528,76.07009
Giddarbāha,,India,30.19953,74.66627
Meddappakkam,,India,12.91661,80.19385
Nandikotkūr,,India,15.85668,78.26569
Khalīlābād,,India,26.77268,83.07179
Chittaranjan,,India,23.85681,86.90324
Pāthardih,,India,23.6658,86.43166
Chāmpa,,India,22.03532,82.64234
Mehkar,,India,20.1505,76.56841
Dhanpuri,,India,23.18542,81.55513
Sundergarh,,India,22.11667,84.03333
Dīg,,India,27.47188,77.32564
Tumsar,,India,21.38333,79.73333
Rameswaram,,India,9.2885,79.31271
Bangarapet,,India,12.99116,78.17804
Tānda,,India,28.97621,78.94187
Vishāram,,India,12.91808,79.27756
Thiruthani,,India,13.17594,79.61637
Digras,,India,20.1035,77.71846
Maradu,,India,9.93653,76.32382
Bāndīkūi,,India,27.05087,76.57325
Dowleswaram,,India,16.94761,81.77987
Bālāpur,,India,20.66612,76.77386
Tondalam,,India,11.50137,76.34983
Jawaharnagar,,India,17.51001,78.56562
Homnābād,,India,17.77074,77.12519
Memāri,,India,23.17647,88.09749
Nāndūra,,India,20.83417,76.45924
Kottangara,,India,8.92412,76.64673
Angul,,India,20.84089,85.10192
Kōttakkal,,India,11.00089,76.00618
Libāspur,,India,28.75089,77.14647
Dalli Rājhara,,India,20.58573,81.07501
Kālpi,,India,26.11667,79.73333
Jintūr,,India,19.61186,76.6874
Daman,,India,20.41431,72.83236
Rāmnagar,,India,25.26907,83.02971
Anekal,,India,12.7111,77.69557
Akkarampalle,,India,13.65,79.42
Nidadavole,,India,16.90572,81.67222
Raisen,,India,23.33033,77.7811
Gūduvāncheri,,India,12.84519,80.06055
Varangaon,,India,21.01767,75.91042
Sihorā,,India,23.4871,80.10404
Chidawa,,India,28.23937,75.64035
Ahmadpur,,India,18.70622,76.93731
Olavanna,,India,11.21836,75.83248
Gobārdānga,,India,22.8774,88.75479
Melmadai,,India,9.92638,78.15028
Saint Thomas Mount,,India,13.00334,80.19614
Yellandu,,India,17.59064,80.32146
Hāflong,,India,25.16478,93.01744
Polavaram,,India,17.24754,81.64372
Kanuru,,India,16.28584,81.25464
Bodupāl,,India,17.41877,78.58427
Rāmachandrapuram,,India,16.83636,82.02871
Panachikkad,,India,9.52974,76.54062
Shōranūr,,India,10.76181,76.27078
Pallikaranai,,India,12.9377,80.2153
Kāndhla,,India,29.32104,77.27101
Barwāla,,India,29.36747,75.90809
Nilithi,,India,28.65201,77.05644
Jambusar,,India,22.05236,72.80074
Varkala,,India,8.7333,76.7167
Kātol,,India,21.27388,78.5858
Kopali,,India,22.83718,86.19161
Sainthia,,India,23.94826,87.68045
Choornikkara,,India,10.08788,76.3411
Perungudi,,India,12.96095,80.24094
Kamal Pur Majra Burari,,India,28.74667,77.19348
Jīwanpur,,India,28.71448,77.28489
Barhiya,,India,25.28814,86.02055
Sojat,,India,25.92493,73.66633
Kālimpong,,India,27.03461,88.63084
Periyakulam,,India,10.12268,77.54372
Simdega,,India,22.61523,84.50208
Bishrāmpur,,India,24.25299,83.92502
Kottuvalli,,India,10.11119,76.24634
Bairāgnia,,India,26.74063,85.27323
Diglipur,,India,13.26667,93.0
Panipat Taraf Ansar,,India,29.41223,76.9547
Ranjangaon S,,India,19.84404,75.21482
Kakkodi,,India,11.31973,75.80146
Mahbūbābād,,India,17.59728,80.00207
Perumbaikad,,India,9.61827,76.53127
Ārvi,,India,20.99585,78.22914
Parāsia,,India,22.1913,78.75904
Sivaganga,,India,9.84701,78.48358
Limbdi,,India,22.56507,71.81076
Chavara,,India,8.96727,76.54188
Dahegām,,India,23.16903,72.82161
Shāhābād,,India,30.16776,76.87046
Jaspur,,India,29.27919,78.82798
Thān,,India,22.57422,71.19942
Bāola,,India,22.82844,72.36364
Khekra,,India,28.86586,77.2841
Bhupalpally,,India,18.42866,79.86385
Dīnhāta,,India,26.13526,89.46129
Aland,,India,17.56425,76.56854
Kumbalangy,,India,9.87977,76.28353
Naini Tāl,,India,29.39743,79.44686
Idar,,India,23.84145,73.00068
Chinnamanūr,,India,9.83999,77.38109
Bhawāni Mandi,,India,24.41582,75.83552
Kyathampalle,,India,19.66781,78.5289
Sikandra Rao,,India,27.68859,78.37985
Palladam,,India,10.99175,77.28633
Rāzām,,India,18.44909,83.65957
Jājpur,,India,20.84852,86.33729
Jora,,India,26.34209,77.8092
Canning,,India,22.31399,88.66508
Khairābād,,India,27.52698,80.75461
Pratāpgarh,,India,24.03215,74.78162
Dhāka,,India,26.67479,85.16698
Kannad,,India,20.25684,75.13786
Nāthdwāra,,India,24.93805,73.82392
Abdu Rahiman Nagar,,India,11.06983,75.93879
Golāghāt,,India,26.51167,93.95951
Kekri,,India,25.97132,75.14992
Barauli,,India,26.38109,84.58648
Mahē,,India,11.70172,75.53474
Diamond Harbour,,India,22.19268,88.18951
Sūrampatti,,India,11.32726,77.71122
Bāghpat,,India,28.94485,77.21865
Bar Bigha,,India,25.21855,85.7332
Nārāyanpet,,India,16.74799,77.4954
Khambhāliya,,India,22.20685,69.65031
Bilāra,,India,26.18067,73.7055
Trikonavattam,,India,8.88987,76.66588
Rājgīr,,India,25.02828,85.42079
Kudappanakkunnu,,India,8.55142,76.96079
Paithan,,India,19.47506,75.38558
Kodīnar,,India,20.79393,70.70216
Pīleru,,India,13.65584,78.93854
Pirāyiri,,India,10.76523,76.63178
Rāmganj Mandi,,India,24.64648,75.94325
Vaijāpur,,India,19.92672,74.7275
Kannamangalam,,India,11.07543,75.98522
Saundatti,,India,15.76615,75.11778
Jaggayyapeta,,India,16.8938,80.09807
Peddapalli,,India,18.61357,79.37442
Dhupgāri,,India,26.58904,89.00732
Triprangod,,India,10.84225,75.94856
Chākan,,India,18.76059,73.86351
Bharthana,,India,26.75231,79.2218
Patti,,India,31.28092,74.85849
Jalārpet,,India,12.57025,78.57318
Vadgaon,,India,20.37589,78.11258
Tālcher,,India,20.94927,85.23354
Thottada,,India,11.83851,75.4208
Kalliyoor,,India,8.43128,77.01285
Arantāngi,,India,10.17235,78.99118
Athiyannur,,India,8.393,77.06371
Icchannūr,,India,11.36148,75.77819
Sherghāti,,India,24.5595,84.79162
Bhādra,,India,29.10298,75.17138
Jhajha,,India,24.77107,86.37888
Ghātsīla,,India,22.58531,86.47682
Dharmanagar,,India,24.36667,92.16667
Kayalpattinam,,India,8.57143,78.11992
Nowgong,,India,25.06136,79.44125
Savanūr,,India,14.97335,75.33724
Nailā,,India,22.02074,82.5666
Nannambra,,India,10.99211,75.90799
Manapparai,,India,10.60772,78.42582
